Icon guid, Icon id, Moniker guid, Moniker id
D0023B39-E866-4995-9C8A-50BB0D72E074,1,ae27a6b0-e345-4288-96df-5eaf394ee369,2652
D0023B39-E866-4995-9C8A-50BB0D72E074,2,ae27a6b0-e345-4288-96df-5eaf394ee369,2032
D0023B39-E866-4995-9C8A-50BB0D72E074,3,ae27a6b0-e345-4288-96df-5eaf394ee369,2967
D0023B39-E866-4995-9C8A-50BB0D72E074,4,ae27a6b0-e345-4288-96df-5eaf394ee369,2299

